,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12
epoch_323,uid_73381,65685,179401,141846,39234,77414,2454,107910,89085,4237,31309,99030,49132
epoch_323,uid_117628,89085,2454,179401,90266,107910,65685,39234,176,99030,86884,103335,115664
epoch_323,uid_21453,89085,4970,179401,65685,2454,39234,107910,90266,99030,176,2113,86884
epoch_323,uid_229622,89085,4970,90266,107910,2454,106062,99030,39234,103335,115664,53129,63676
epoch_323,uid_167368,65685,89085,2454,90266,165119,53129,8607,8751,6643,4302,52321,151687
epoch_323,uid_21772,4970,89085,179401,90266,2454,107910,176,2113,39234,99030,146040,63676
epoch_323,uid_176555,90266,55253,89085,81156,1397,39234,73015,8607,141846,4611,79860,117444
epoch_323,uid_166868,39234,179401,65685,106062,176,97024,4611,183909,4811,86884,42783,113453
epoch_324,uid_128088,5550,88954,5051,84952,26398,53894,6643,95488,27216,1684,168806,72294
epoch_324,uid_267455,514,2653,37731,42783,140713,2075,142997,7006,4220,6211,2187,134248
epoch_324,uid_73381,514,37731,27216,2653,167018,168806,1684,139130,26631,4568,8516,2418
epoch_324,uid_117628,514,2653,1684,1397,37731,56145,2075,4122,117444,5118,7006,1448
epoch_324,uid_21453,514,1397,4068,1684,37731,2653,117444,2075,7006,6643,5118,127114
epoch_324,uid_229622,514,1684,2653,1397,2075,37731,117444,27216,127114,7006,571,103341
epoch_324,uid_167368,127204,37731,164821,2653,50703,117444,4996,127114,6239,8511,2563,138104
epoch_324,uid_21772,514,1397,2653,2075,164821,37731,571,56145,1448,7006,5118,27216
epoch_324,uid_176555,84116,6643,26398,2187,86884,6239,8511,2653,87298,1679,3295,571
epoch_324,uid_166868,56700,27271,7562,66297,4568,84116,1448,72043,7299,2653,1679,7990
epoch_325,uid_128088,37384,3700,4476,62081,5311,88672,4982,43921,5765,89085,3837,27311
epoch_325,uid_267455,103688,103319,58306,103335,60522,5311,1679,2744,43921,88954,4932,2493
epoch_325,uid_73381,3149,7238,4462,88954,103335,3810,3700,78517,128520,127114,90266,6497
epoch_325,uid_117628,4462,3149,7238,3700,4568,27461,127114,7894,2590,3295,4476,63676
epoch_325,uid_21453,4462,2364,4122,3700,7238,3149,3810,103335,4568,571,5311,3295
epoch_325,uid_229622,4462,7238,2364,3149,3700,4122,146040,5311,2744,68,4476,7894
epoch_325,uid_167368,103335,3700,5765,4462,103688,8649,2364,30820,7238,5311,35015,68
epoch_325,uid_21772,103319,4122,4462,27461,4568,7238,3700,3149,127114,4476,2590,3810
epoch_325,uid_176555,103319,27461,5765,5968,1448,3810,6044,6497,103335,74,99030,59727
epoch_325,uid_166868,6643,3810,113642,176929,59727,128520,132888,4164,27461,78517,1027,5765
epoch_326,uid_128088,5779,270,4477,53919,3810,41,973,1117,2001,103810,5206,1123
epoch_326,uid_267455,4477,34542,5550,558,128520,136016,4178,6714,46865,5568,73854,54745
epoch_326,uid_73381,157,4477,973,1755,5085,53919,134248,33539,1123,1117,5779,2187
epoch_326,uid_117628,973,4477,1117,53129,558,3810,3776,5073,4481,2187,3696,136016
epoch_326,uid_21453,157,4477,973,53129,4157,1117,98797,146040,558,134248,2187,3696
epoch_326,uid_229622,34542,973,4157,4477,558,3810,1117,5550,1755,2187,98797,30820
epoch_326,uid_167368,973,1117,4477,98797,4157,5073,53919,558,1448,52245,8534,59727
epoch_326,uid_21772,4477,53129,1117,973,4481,2187,55255,558,134248,5073,136016,54745
epoch_326,uid_176555,1117,514,973,88672,5779,98797,54745,4477,53919,6040,1755,50800
epoch_326,uid_166868,157,73854,4477,701,53919,514,90266,62586,270,973,5779,4664
epoch_327,uid_128088,58839,68,6334,30820,2653,4056,62586,4962,73804,42191,8751,67665
epoch_327,uid_267455,5777,27216,4586,8607,7562,171315,4056,165603,7809,4737,4570,7352
epoch_327,uid_73381,4056,73804,5777,2441,79428,171315,138104,122884,8751,3776,6714,47200
epoch_327,uid_117628,79428,270,2441,8501,6059,4056,3845,8607,32914,8751,34198,27216
epoch_327,uid_21453,79428,1448,4056,138104,3577,42783,68,4595,8751,27216,47200,34198
epoch_327,uid_229622,8501,79428,2441,4056,3577,1448,8607,42783,51037,138104,34198,3845
epoch_327,uid_167368,2987,4056,79428,165603,6538,6714,4350,4222,42191,101612,42783,134248
epoch_327,uid_21772,8501,2441,79428,4179,34198,42783,122884,4056,8607,2080,73854,138104
epoch_327,uid_176555,2441,4056,79428,4996,107117,5122,42728,81791,42191,131080,165603,32914
epoch_327,uid_166868,5122,4056,73804,4595,131080,2443,3845,73042,122884,42191,138104,127204
epoch_328,uid_128088,8633,110669,2178,50005,27020,4721,4611,1094,86781,8535,69542,5568
epoch_328,uid_267455,4476,62081,1094,7107,6059,5268,155064,106002,48161,26819,69542,5516
epoch_328,uid_73381,27618,62081,3837,7107,2493,3431,5268,7894,7006,4737,50703,8534
epoch_328,uid_117628,27618,73854,4824,1094,235,7107,5550,5268,4302,2493,62081,3837
epoch_328,uid_21453,27618,73854,7107,62081,1094,3837,4737,4476,5550,4302,2760,2493
epoch_328,uid_229622,27618,1094,73854,62081,7107,2802,2493,3837,48161,1421,8511,3431
epoch_328,uid_167368,27618,62081,73804,48161,56145,50800,7006,7107,128520,86781,2744,3431
epoch_328,uid_21772,27618,1094,2493,62081,3837,4737,7107,151687,4302,5268,8516,62586
epoch_328,uid_176555,27618,176,7107,165119,1094,151687,62586,7006,51037,4089,42783,4498
epoch_328,uid_166868,103319,7107,2113,3431,27618,62081,84952,4498,8534,50703,26155,8633
epoch_329,uid_128088,3081,4068,8511,48872,2487,7934,7107,52448,110286,583,7352,6339
epoch_329,uid_267455,73344,108795,33539,709,90057,48872,2487,5779,217,72043,53919,138104
epoch_329,uid_73381,3081,73344,1448,2487,2744,7352,568,108795,53953,217,42783,4572
epoch_329,uid_117628,73344,4220,77414,4607,42783,7352,161,62586,4222,5311,8511,7792
epoch_329,uid_21453,73344,5643,4220,77414,7352,63676,3776,3145,4222,7792,108795,4607
epoch_329,uid_229622,73344,4220,7352,62586,4607,4222,4595,2956,53953,2487,709,4586
epoch_329,uid_167368,73344,108795,4220,5589,48872,5779,4607,5305,120825,5268,54745,7352
epoch_329,uid_21772,77414,4220,4607,3145,7352,7792,108795,5311,161,8511,4222,160718
epoch_329,uid_176555,3081,73344,7307,134248,3700,7352,1421,157318,4222,161,58306,77414
epoch_329,uid_166868,4222,351,4237,7352,4607,6509,2615,4068,73344,4220,2487,50800
epoch_330,uid_128088,51037,50703,2891,121169,2590,105213,4350,705,114601,573,35015,140713
epoch_330,uid_267455,2891,67665,4675,35015,97188,26094,8362,1475,32914,78517,42015,61678
epoch_330,uid_73381,52245,2891,67665,4932,5073,1421,32914,2590,8362,61678,7324,97188
epoch_330,uid_117628,2891,108192,52245,1421,35015,67665,134248,8516,8362,4675,42015,50703
epoch_330,uid_21453,2891,52245,108192,1421,6497,5073,105213,67665,42015,35015,32914,50703
epoch_330,uid_229622,2891,52245,108192,50703,8516,42015,7932,67665,3295,134248,5073,35015
epoch_330,uid_167368,42015,7932,2891,4476,7306,107069,7324,39234,67665,81132,8932,4932
epoch_330,uid_21772,2891,1421,4350,108192,52245,3295,105213,32914,1475,67665,35015,50703
epoch_330,uid_176555,2891,27216,35015,107910,67665,78967,4476,108192,7011,8534,62049,58146
epoch_330,uid_166868,359,2441,3149,2891,1421,4824,3776,4179,1285,107910,52245,2187
epoch_331,uid_128088,6990,2441,128520,8649,5847,4029,280,155064,26554,132046,62383,8521
epoch_331,uid_267455,4721,5305,61255,6488,81791,26554,88672,3865,349,4301,81132,6265
epoch_331,uid_73381,573,4721,5550,3865,4301,117444,160718,59727,8649,8633,72043,2760
epoch_331,uid_117628,37384,128520,4721,573,6093,61255,3865,60803,8633,4301,72043,160718
epoch_331,uid_21453,37384,128520,4721,3845,573,3865,8516,6093,4301,3915,160718,122884
epoch_331,uid_229622,128520,4721,4301,573,72043,3865,81791,1123,1571,160718,26398,4481
epoch_331,uid_167368,1421,4301,160718,4721,3865,8383,51084,132046,7792,573,26241,81791
epoch_331,uid_21772,37384,4721,573,60803,62553,72043,81791,1571,58306,2744,8633,4109
epoch_331,uid_176555,2493,2454,3845,94864,6093,160718,72043,52245,4721,140713,8633,573
epoch_331,uid_166868,573,1684,6093,117444,5550,3865,160718,4721,7389,130073,4301,60735
epoch_332,uid_128088,115664,103444,31424,3189,6403,4353,5140,4607,2652,26155,7302,78209
epoch_332,uid_267455,2956,2655,3576,26155,2652,3189,109423,31424,39234,26294,165101,7002
epoch_332,uid_73381,3189,2652,5140,4476,31424,61255,72762,52321,58418,26155,130073,43921
epoch_332,uid_117628,2760,8534,3189,2744,51037,26819,109423,122884,5140,6339,72762,2652
epoch_332,uid_21453,130073,3189,61255,2744,2652,5140,26819,31424,109423,6339,151687,72762
epoch_332,uid_229622,2760,2652,31424,61255,26819,3189,109423,5140,4302,6339,72762,122884
epoch_332,uid_167368,2652,122884,31424,61255,3189,2655,5140,99030,26155,6448,33539,6040
epoch_332,uid_21772,3189,2652,31424,8534,6339,26819,109423,5140,61255,46865,2956,115664
epoch_332,uid_176555,3189,122884,26155,115664,52321,1123,109423,2590,26819,4301,72762,26241
epoch_332,uid_166868,6378,5140,48660,2652,31424,43921,51037,2916,145150,2760,3700,134248
epoch_333,uid_128088,68659,2956,8768,101612,2364,185425,61678,39234,79428,165119,97188,7118
epoch_333,uid_267455,103444,5140,68659,2080,6825,143355,39435,3018,66335,115664,41566,7389
epoch_333,uid_73381,3018,165119,27020,115664,106540,51037,86781,39435,6825,26554,5305,185425
epoch_333,uid_117628,165119,3018,103444,2877,1571,39435,5305,106540,2080,7932,171315,66335
epoch_333,uid_21453,165119,3018,8633,39435,68659,106540,1571,5305,171315,7932,26554,66335
epoch_333,uid_229622,165119,3018,8633,171315,39435,68659,106540,103444,5305,66335,143355,26554
epoch_333,uid_167368,68659,3018,106540,171315,66335,103444,60803,7389,61678,115664,39435,97188
epoch_333,uid_21772,165119,3018,2877,68659,39435,171315,106540,66335,5305,103444,26554,166024
epoch_333,uid_176555,3018,68659,5305,60803,27020,7932,66335,5140,583,8649,185425,171315
epoch_333,uid_166868,3018,4122,5305,4745,4586,52328,583,5643,2418,34198,8751,5267
epoch_334,uid_128088,103341,3937,2892,6448,1679,7395,165101,3915,26819,1047,7175,59727
epoch_334,uid_267455,1144,3937,7306,110407,26398,84944,2624,6448,3700,6339,7932,8800
epoch_334,uid_73381,3915,46865,84944,1047,1475,4607,4481,7306,6448,3937,26398,58306
epoch_334,uid_117628,88954,7306,84944,78517,26398,59727,1047,1475,3937,46865,1123,4586
epoch_334,uid_21453,88954,3937,78517,7011,84944,7306,59727,1475,26398,4481,2590,1123
epoch_334,uid_229622,88954,3937,7306,6774,2590,84944,78517,1475,59727,46865,5712,1679
epoch_334,uid_167368,88954,5777,26819,1047,72043,78517,1144,56274,84944,3937,2590,2956
epoch_334,uid_21772,88954,26398,59727,78517,84944,3937,7306,103335,1123,1047,709,4586
epoch_334,uid_176555,88954,3837,3937,78517,1047,50703,4481,46865,7306,709,78729,56274
epoch_334,uid_166868,49132,7011,26554,1047,26398,126090,1123,78729,46865,7306,4350,26375
epoch_335,uid_128088,6538,6774,1049,6387,50066,5883,1475,62836,59985,49220,4586,8800
epoch_335,uid_267455,2411,7324,52321,96367,1049,103042,2704,8768,1408,49220,26375,5686
epoch_335,uid_73381,62836,2411,5712,583,6339,81156,7026,7389,59985,5267,1049,4996
epoch_335,uid_117628,6774,7324,568,2411,583,1408,138104,5712,4595,62836,4996,96367
epoch_335,uid_21453,6774,7324,583,2411,62836,5712,72043,4996,568,1408,4869,81156
epoch_335,uid_229622,7324,2411,568,1408,583,62836,151687,4996,81156,2704,3696,96367
epoch_335,uid_167368,1408,4761,568,62836,1123,26398,96367,5516,1475,5106,4869,32291
epoch_335,uid_21772,6774,7324,2411,583,1408,96367,62836,568,4996,3696,4595,81156
epoch_335,uid_176555,62836,7324,568,1408,4220,1049,73804,50066,1475,96367,2411,7026
epoch_335,uid_166868,5712,7324,62836,171315,1430,1049,1408,4761,7026,4996,8511,2411
epoch_336,uid_128088,4319,2075,4498,7982,78517,7771,65882,507,99996,2562,2187,3865
epoch_336,uid_267455,4498,8535,4319,4063,1994,6387,3914,92509,107069,7310,114601,4811
epoch_336,uid_73381,2898,5589,7310,3145,114601,4498,8511,68659,43708,2624,107069,64116
epoch_336,uid_117628,4498,4336,2898,4869,151687,5589,26554,5779,8535,7389,53919,68659
epoch_336,uid_21453,4498,2898,5589,4336,8535,7310,97188,73804,53919,43708,8511,7389
epoch_336,uid_229622,4498,5589,7310,32914,97188,8535,4869,5268,4336,73804,117466,53919
epoch_336,uid_167368,7310,583,8535,4336,95135,4063,2898,7572,4319,117466,65882,64116
epoch_336,uid_21772,5589,4498,2898,4336,8535,4869,5779,43708,3865,53919,73804,97188
epoch_336,uid_176555,4302,6714,4869,3479,2624,37731,64116,2652,107069,114601,81132,8535
epoch_336,uid_166868,4869,61255,7310,30820,89085,4302,114601,2898,3032,4336,7792,50005
epoch_337,uid_128088,53125,84954,3018,142058,5305,8168,99728,109423,6526,5712,162882,4932
epoch_337,uid_267455,94864,33649,68952,74,8383,943,73042,3094,573,27178,8168,827
epoch_337,uid_73381,709,184,161,943,154915,49220,33649,8383,82169,99728,140956,43333
epoch_337,uid_117628,94864,81156,33649,6714,709,8383,74,4932,8168,8768,217,1994
epoch_337,uid_21453,94864,709,33649,8168,6714,140956,8768,4932,8383,161,115664,154915
epoch_337,uid_229622,94864,33649,54745,8383,6714,4932,5777,99728,8168,43333,705,42725
epoch_337,uid_167368,709,705,8768,42725,943,8362,26479,58839,8168,74,52448,184
epoch_337,uid_21772,94864,4301,5712,33649,52321,217,6714,5613,27178,8168,3094,8383
epoch_337,uid_176555,26554,8168,7389,5777,184,33649,6265,4932,8383,52448,5073,127114
epoch_337,uid_166868,2178,709,943,8168,52321,6339,184,63676,4080,127114,5603,8768
epoch_338,uid_128088,7002,26479,454,7809,25737,73344,8607,50806,78729,8833,157318,81791
epoch_338,uid_267455,50806,59985,81520,6040,8833,4869,7792,1807,157318,166024,8932,5717
epoch_338,uid_73381,8607,4336,7002,103444,168266,8768,5311,8833,50806,47646,7792,7932
epoch_338,uid_117628,168266,6784,50806,78967,8833,81791,59985,73804,7809,157318,97188,6040
epoch_338,uid_21453,8607,168266,50806,8833,157318,103444,59985,7002,96367,81791,3431,48872
epoch_338,uid_229622,168266,6784,50806,8768,7792,157318,8833,48872,78967,2624,3094,59985
epoch_338,uid_167368,59985,27178,69542,50806,6784,170399,78967,803,5712,157318,3094,6886
epoch_338,uid_21772,6784,50806,8768,7389,168266,59985,3431,8833,48872,6040,78967,7002
epoch_338,uid_176555,3865,8833,7002,8768,27178,68,47646,7178,46919,92509,50806,166024
epoch_338,uid_166868,47646,50806,6784,8607,1571,8833,8649,37731,5311,92509,78266,151687
epoch_339,uid_128088,6395,74228,3696,99030,7894,8495,3914,2483,160020,4036,5873,40574
epoch_339,uid_267455,2892,5651,106540,1236,86781,26241,73804,8495,3431,5830,74228,6428
epoch_339,uid_73381,1994,74228,84954,2443,46919,6765,6395,58839,1236,90057,144,558
epoch_339,uid_117628,58306,6765,46919,74228,1236,84954,58839,26241,5651,26155,58146,2892
epoch_339,uid_21453,74,1236,1994,58306,84954,46919,74228,58839,6765,6040,79860,46865
epoch_339,uid_229622,1994,58306,6765,74,1236,74228,46919,84954,6040,58839,5651,6395
epoch_339,uid_167368,1994,74228,6825,84954,58306,5651,47646,8968,6765,4570,90057,7891
epoch_339,uid_21772,1236,1994,6765,74228,74,46919,42015,58839,26241,84954,1679,58146
epoch_339,uid_176555,58839,26479,5651,74228,2672,90057,84954,6765,62081,558,6428,1236
epoch_339,uid_166868,58839,6765,74228,58306,1994,4932,90057,174727,144,27178,6387,6040
epoch_340,uid_128088,6239,26241,6211,8447,2624,2443,1430,8362,8501,95543,514,25793
epoch_340,uid_267455,121169,168248,2301,2562,60735,47646,72762,43333,4761,4080,142058,60803
epoch_340,uid_73381,69542,6211,142058,6239,121169,140713,26819,60735,5272,60522,4761,4982
epoch_340,uid_117628,69542,121169,142058,6211,943,168248,2624,62553,2562,8932,90057,3094
epoch_340,uid_21453,69542,6211,121169,943,142058,2624,60522,62553,168248,2562,5272,2301
epoch_340,uid_229622,69542,121169,6211,7389,2301,142058,161,27020,943,62553,932,8362
epoch_340,uid_167368,6211,121169,7307,142058,27020,2624,2738,140713,4080,5272,4398,106841
epoch_340,uid_21772,69542,121169,117444,6211,943,168248,86190,142058,2738,2301,90057,2624
epoch_340,uid_176555,2301,142058,6211,59985,69542,5311,106540,4570,5268,8800,2562,187593
epoch_340,uid_166868,142058,59985,69542,62553,6211,109423,50066,5279,7894,168248,106540,27020
epoch_341,uid_128088,1411,1726,60522,33649,36931,4089,33539,35957,93475,3056,7383,166024
epoch_341,uid_267455,40952,185425,58839,26479,78967,42191,179881,4912,56274,7383,6301,27162
epoch_341,uid_73381,1411,8168,36931,42191,65882,5717,4912,1679,6301,4962,40952,170399
epoch_341,uid_117628,4737,42191,26479,4089,4962,2403,40952,4912,143355,185425,88672,60522
epoch_341,uid_21453,42191,4089,4962,185425,33539,88672,26479,40952,65882,5779,1679,6301
epoch_341,uid_229622,4089,26479,42191,88672,2738,40952,33539,4962,6301,185425,52321,3914
epoch_341,uid_167368,6339,4089,33649,185425,3914,40952,36931,5717,79860,88672,27162,6301
epoch_341,uid_21772,42191,40952,4089,2403,4962,65882,7383,26479,3200,6301,36931,88672
epoch_341,uid_176555,1411,4912,6339,4063,65882,2011,143355,7383,47200,4113,127124,36931
epoch_341,uid_166868,105213,5777,1411,170399,2403,6301,4912,5073,127124,205,117466,3189
epoch_342,uid_128088,187595,112087,61255,5106,106841,104736,103042,72694,7572,6488,8383,7064
epoch_342,uid_267455,112087,5106,85022,54796,5118,50800,7178,7771,4977,58418,72694,90345
epoch_342,uid_73381,2655,112087,35015,5106,26241,2892,34063,127124,2738,58146,143355,48161
epoch_342,uid_117628,112087,2655,103042,5106,33539,127124,106841,52321,27178,43921,1679,8800
epoch_342,uid_21453,112087,2655,5106,26241,127124,103042,43921,106841,8534,2892,58146,52321
epoch_342,uid_229622,2655,5106,112087,26241,103042,5779,127124,58146,106841,8534,2892,26155
epoch_342,uid_167368,112087,4962,103042,127124,58146,2892,180265,1807,4387,26375,89804,60522
epoch_342,uid_21772,112087,2655,103042,5106,127124,106841,33539,4932,43921,50800,2892,86781
epoch_342,uid_176555,2655,103042,5106,4336,112087,33539,48872,5717,106841,43921,48161,86781
epoch_342,uid_166868,2655,35015,112087,5106,115664,26241,103042,63540,33649,40952,89804,39435
epoch_343,uid_128088,58418,117466,52328,90057,4063,3016,42015,52973,5356,127124,31807,102033
epoch_343,uid_267455,3418,3016,4387,6886,139130,7572,1395,115879,52245,50003,50066,50005
epoch_343,uid_73381,102033,56274,187595,4387,81791,3418,3094,4877,3016,110407,26294,3914
epoch_343,uid_117628,102033,31424,108795,56274,58418,54745,184,68,5516,4387,50005,79860
epoch_343,uid_21453,102033,143355,187595,56274,4387,3094,3418,5268,26294,58418,6387,184
epoch_343,uid_229622,102033,56274,184,108795,6886,58418,3418,79860,4877,4387,187595,50005
epoch_343,uid_167368,102033,3418,3016,34321,50005,5118,187595,110407,58418,5588,61729,75985
epoch_343,uid_21772,102033,187595,56274,58418,79860,4387,3016,5516,72694,184,6395,26294
epoch_343,uid_176555,42015,6387,102033,6886,1395,128832,6051,106002,39435,103444,3914,52328
epoch_343,uid_166868,42015,102033,4462,6886,4387,3094,53894,56274,143355,81791,558,50003
epoch_344,uid_128088,33188,58103,7038,5108,63540,179085,7026,65130,5651,177615,54745,50003
epoch_344,uid_267455,5108,1047,63540,177615,7026,54934,51084,95543,60126,6334,159,78729
epoch_344,uid_73381,5108,4089,7562,101612,166024,50066,63540,54934,92509,5118,4977,50003
epoch_344,uid_117628,5108,166024,63540,7026,50066,54934,187595,1144,154915,6334,48872,3914
epoch_344,uid_21453,5108,1047,166024,63540,7026,7562,54934,50066,60803,4977,1144,54745
epoch_344,uid_229622,5108,1047,166024,177615,7026,63540,54934,4761,50066,7562,1144,7572
epoch_344,uid_167368,5108,166024,7026,63540,159,179085,7562,54934,31807,154915,50066,60126
epoch_344,uid_21772,5108,177615,63540,7026,7562,4977,54934,50066,154915,4761,2487,26155
epoch_344,uid_176555,5108,943,63540,7562,187595,177615,7572,6334,4977,2892,2983,168248
